text|keyphrases
"As a related point, when choosing which features to combine for a feature cross, we
would not want to cross two features that are highly correlated. We can think of a
feature cross as combining two features to create an ordered pair. In fact, the term
“cross” of “feature cross” refers to the Cartesian product. If two features are highly
correlated, then the “span” of their feature cross doesn’t bring any new information
to the model. As an extreme example, suppose we had two features, x_1 and x_2,
where x_2 = 5*x_1. Bucketing values for x_1 and x_2 by their sign and creating a fea‐
ture cross will still produce four new boolean features. However, due to the
dependence of x_1 and x_2, two of those four features are actually empty, and the
other two are precisely the two buckets created for x_1.
<header><largefont><b>Design</b></largefont> <largefont><b>Pattern</b></largefont> <largefont><b>4:</b></largefont> <largefont><b>Multimodal</b></largefont> <largefont><b>Input</b></largefont></header>
The Multimodal Input design pattern addresses the problem of representing different
types of data or data that can be expressed in complex ways by concatenating all the
available data representations.
<header><largefont><b>Problem</b></largefont></header>
Typically, an input to a model can be represented as a number or as a category, an
image, or free-form text. Many off-the-shelf models are defined for specific types of
input only—a standard image classification model such as Resnet-50, for example,
does not have the ability to handle inputs other than images.
To understand the need for multimodal inputs, let’s say we’ve got a camera capturing
footage at an intersection to identify traffic violations. We want our model to handle
both image data (camera footage) and some metadata about when the image was cap‐
tured (time of day, day of week, weather, etc.), as depicted in Figure 2-19.
This problem also occurs when training a structured data model where one of the
inputs is free-form text. Unlike numerical data, images and text cannot be fed directly
into a model. As a result, we’ll need to represent image and text inputs in a way our
model can understand (usually using the Embeddings design pattern), then combine
these inputs with other tabular 7 features. For example, we might want to predict a
restaurant patron’s rating based on their review text and other attributes such as what
they paid and whether it was lunch or dinner (see Figure 2-20).
7 Weusetheterm“tabulardata”torefertonumericalandcategoricalinputs,butnotfree-formtext.Youcan
thinkoftabulardataasanythingyoumightcommonlyfindinaspreadsheet.Forexample,valueslikeage,
typeofcar,price,ornumberofhoursworked.Tabulardatadoesnotincludefree-formtextlikedescriptions
orreviews."|Cartesian product; Embedding design pattern; Feature Cross design pattern; Multimodal Input design pattern
"<b>Deterministicinputs</b>
Splitting an ML problem is usually a bad idea, since an ML model can/should learn
combinations of multiple factors. For example:
• If a condition can be known deterministically from the input (holiday shopping
versus weekday shopping), we should just add the condition as one more input
to the model.
• If the condition involves an extrema in just one input (some customers who live
nearby versus far away, with the meaning of near/far needing to be learned from
the data), we can use Mixed Input Representation to handle it.
The Cascade design pattern addresses an unusual scenario for which we do not have
a categorical input, and for which extreme values need to be learned from multiple
inputs.
<b>Singlemodel</b>
The Cascade design pattern should not be used for common scenarios where a single
model will suffice. For example, suppose we are trying to learn a customer’s propen‐
sity to buy. We may think we need to learn different models for people who have
been comparison shopping versus those who aren’t. We don’t really know who has
been comparison shopping, but we can make an educated guess based on the number
of visits, how long the item has been in the cart, and so on. This problem does not
need the Cascade design pattern because it is common enough (a large fraction of
customers will be comparison shopping) that the machine learning model should be
able to learn it implicitly in the course of training. For common scenarios, train a sin‐
gle model.
<b>Internalconsistency</b>
The Cascade is needed when we need to maintain internal consistency amongst the
predictions of multiple models. Note that we are trying to do more than just predict
the unusual activity. We are trying to predict returns, considering that there will be
some reseller activity also. If the task is only to predict whether or not a sale is by a
reseller, we’d use the Rebalancing pattern. The reason to use Cascade is that the
imbalanced label output is needed as an input to subsequent models and is useful in
and of itself.
Similarly, suppose that the reason we are training the model to predict a customer’s
propensity to buy is to make a discounted offer. Whether or not we make the dis‐
counted offer, and the amount of discount, will very often depend on whether this
customer is comparison shopping or not. Given this, we need internal consistency
between the two models (the model for comparison shoppers and the model for pro‐
pensity to buy). In this case, the Cascade design pattern might be needed."|Cascade design pattern; Mixed Input Representation; Rebalancing design pattern
"Saving the full model state so that model training can resume from a point is called
<i>checkpointing,</i> and the saved model files are called <i>checkpoints.</i> How often should we
checkpoint? The model state changes after every batch because of gradient descent.
So, technically, if we don’t want to lose any work, we should checkpoint after every
batch. However, checkpoints are huge and this I/O would add considerable overhead.
Instead, model frameworks typically provide the option to checkpoint at the end of
every epoch. This is a reasonable tradeoff between never checkpointing and check‐
pointing after every batch.
To checkpoint a model in Keras, provide a callback to the fit() method:
checkpoint_path = '{}/checkpoints/taxi'.format(OUTDIR)
cp_callback = tf.keras.callbacks.ModelCheckpoint(checkpoint_path,
save_weights_only=False,
verbose=1)
history = model.fit(x_train, y_train,
batch_size=64,
epochs=3,
validation_data=(x_val, y_val),
verbose=2,
callbacks=[cp_callback])
With checkpointing added, the training looping becomes what is shown in
Figure 4-6.
<i>Figure</i> <i>4-6.</i> <i>Checkpointing</i> <i>saves</i> <i>the</i> <i>full</i> <i>model</i> <i>state</i> <i>at</i> <i>the</i> <i>end</i> <i>of</i> <i>every</i> <i>epoch.</i>"|checkpointing; checkpoints; Checkpoints design pattern
"your model architecture. Once you are happy with your model’s performance during
evaluation, you’ll likely want to serve your model so that others can access it to make
predictions. We use the term <i>serving</i> to refer to accepting incoming requests and
sending back predictions by deploying the model as a microservice. The serving
infrastructure could be in the cloud, on-premises, or on-device.
The process of sending new data to your model and making use of its output is called
<i>prediction.</i> This can refer both to generating predictions from local models that have
not yet been deployed as well as getting predictions from deployed models. For
deployed models, we’ll refer both to online and batch prediction. <i>Online</i> <i>prediction</i> is
used when you want to get predictions on a few examples in near real time. With
online prediction, the emphasis is on low latency. <i>Batch</i> <i>prediction,</i> on the other
hand, refers to generating predictions on a large set of data offline. Batch prediction
jobs take longer than online prediction and are useful for precomputing predictions
(such as in recommendation systems) and in analyzing your model’s predictions
across a large sample of new data.
The word <i>prediction</i> is apt when it comes to forecasting future values, such as in pre‐
dicting the duration of a bicycle ride or predicting whether a shopping cart will be
abandoned. It is less intuitive in the case of image and text classification models. If an
ML model looks at a text review and outputs that the sentiment is positive, it’s not
really a “prediction” (there is no future outcome). Hence, you will also see word <i>infer‐</i>
<i>ence</i> being used to refer to predictions. The statistical term inference is being repur‐
posed here, but it’s not really about reasoning.
Often, the processes of collecting training data, feature engineering, training, and
evaluating your model are handled separately from the production pipeline. When
this is the case, you’ll reevaluate your solution whenever you decide you have enough
additional data to train a new version of your model. In other situations, you may
have new data being ingested continuously and need to process this data immediately
before sending it to your model for training or prediction. This is known as <i>stream‐</i>
<i>ing.</i> To handle streaming data, you’ll need a multistep solution for performing feature
engineering, training, evaluation, and predictions. Such multistep solutions are called
<i>ML</i> <i>pipelines.</i>
<header><largefont><b>Data</b></largefont> <largefont><b>and</b></largefont> <largefont><b>Model</b></largefont> <largefont><b>Tooling</b></largefont></header>
There are various Google Cloud products we’ll be referencing that provide tooling for
solving data and machine learning problems. These products are merely one option
for implementing the design patterns referenced in this book and are not meant to be
an exhaustive list. All of the products included here are serverless, allowing us to
focus more on implementing machine learning design patterns instead of the infra‐
structure behind them."|inference; low latency; ML pipelines; model evaluation; serverless; streaming
"<i>Figure</i> <i>6-5.</i> <i>Arrival</i> <i>delays</i> <i>at</i> <i>Dallas</i> <i>Fort</i> <i>Worth</i> <i>(DFW)</i> <i>airport</i> <i>on</i> <i>May</i> <i>10–11,</i> <i>2010.</i>
<i>Abnormal</i> <i>arrival</i> <i>delays</i> <i>are</i> <i>marked</i> <i>with</i> <i>a</i> <i>dot.</i>
The arrival delays exhibit considerable variability, but it is still possible to note
unusually large arrival delays (marked by a dot). Note that the definition of “unusual”
varies by context. Early in the morning (left corner of the plot), most flights are on
time, so even the small spike is anomalous. By the middle of the day (after 12 p.m. on
May 10), variability picks up and 25-minute delays are quite common, but a 75-
minute delay is still unusual.
Whether or not a specific delay is anomalous depends on a time context, for example,
on the arrival delays observed over the past two hours. To determine that a delay is
anomalous requires that we first sort the dataframe based on the time (as in the graph
in Figure 6-5 and shown below in pandas):
df = df.sort_values(by='scheduled_time').set_index('scheduled_time')
Then, we need to apply an anomaly detection function to sliding windows of two
hours:
df['delay'].rolling('2h').apply(is_anomaly, raw=False)
is_anomaly
The anomaly detection function, , can be quite sophisticated, but let’s
take the simple case of discarding extrema and calling a data value an anomaly if it is
more than four standard deviations from the mean in the two-hour window:
<b>def</b> is_anomaly(d):
outcome = d[-1] <i>#</i> <i>the</i> <i>last</i> <i>item</i>
<i>#</i> <i>discard</i> <i>min</i> <i>&</i> <i>max</i> <i>value</i> <i>&</i> <i>current</i> <i>(last)</i> <i>item</i>
xarr = d.drop(index=[d.idxmin(), d.idxmax(), d.index[-1]])
prediction = xarr.mean()
acceptable_deviation = 4 * xarr.std()
<b>return</b> np.abs(outcome - prediction) > acceptable_deviation
This works on historical (training) data because the entire dataframe is at hand. Of
course, when running inference on our production model, we will not have the entire
dataframe. In production, we will be receiving flight arrival information one by one,
as each flight arrives. So, all that we will have is a single delay value at a timestamp:"|Windowed Inference design pattern
"<b>def</b> read_dataset(client, <b>row_restriction,</b> batch_size=2048):
...
bqsession = client.read_session(
...
row_restriction=row_restriction)
dataset = bqsession.parallel_read_rows()
<b>return</b> (dataset.prefetch(1).map(features_and_labels)
.shuffle(batch_size*10).batch(batch_size))
client = BigQueryClient()
<b>train_df</b> = read_dataset(client, <b>'Time</b> <b><=</b> <b>144803',</b> 2048)
eval_df = read_dataset(client, <b>'Time</b> <b>></b> <b>144803',</b> 2048)
Another instance where a sequential split of data is needed is when there are high
correlations between successive times. For example, in weather forecasting, the
weather on consecutive days is highly correlated. Therefore, it is not reasonable to
put October 12 in the training dataset and October 13 in the testing dataset because
there will be considerable leakage (imagine, for example, that there is a hurricane on
October 12). Further, weather is highly seasonal, and so it is necessary to have days
from all seasons in all three splits. One way to properly evaluate the performance of a
forecasting model is to use a sequential split but take seasonality into account by
using the first 20 days of every month in the training dataset, the next 5 days in the
validation dataset, and the last 5 days in the testing dataset.
In all these instances, repeatable splitting requires only that we place the logic used to
create the split into version control and ensure that the model version is updated
whenever this logic is changed.
<b>Stratifiedsplit</b>
The example above of how weather patterns are different between different seasons is
an example of a situation where the splitting needs to happen after the dataset is
<i>stratified.</i> We needed to ensure that there were examples of all seasons in each split,
and so we stratified the dataset in terms of months before carrying out the split. We
used the first 20 days of every month in the training dataset, the next 5 days in the
validation dataset, and the last 5 days in the testing dataset. Had we not been con‐
cerned with the correlation between successive days, we could have randomly split
the dates within each month.
The larger the dataset, the less concerned we have to be with stratification. On very
large datasets, the odds are very high that the feature values will be well distributed
among all the splits. Therefore, in large-scale machine learning, the need to stratify
happens quite commonly only in the case of skewed datasets. For example, in the
flights dataset, less than 1% of flights take off before 6 a.m., and so the number of
flights that meet this criterion may be quite small. If it is critical for our business use
case to get the behavior of these flights correct, we should stratify the dataset based
on departure hour and split each stratification evenly."|Repeatable Splitting design pattern; stratified split; test data
"Accurate data labels are just as important as feature accuracy. Your model relies
solely on the ground truth labels in your training data to update its weights and mini‐
mize loss. As a result, incorrectly labeled training examples can cause misleading
model accuracy. For example, let’s say you’re building a sentiment analysis model
and 25% of your “positive” training examples have been incorrectly labeled as “nega‐
tive.” Your model will have an inaccurate picture of what should be considered nega‐
tive sentiment, and this will be directly reflected in its predictions.
To understand data <i>completeness,</i> let’s say you’re training a model to identify cat
breeds. You train the model on an extensive dataset of cat images, and the resulting
model is able to classify images into 1 of 10 possible categories (“Bengal,” “Siamese,”
and so forth) with 99% accuracy. When you deploy your model to production, how‐
ever, you find that in addition to uploading cat photos for classification, many of
your users are uploading photos of dogs and are disappointed with the model’s
results. Because the model was trained only to identify 10 different cat breeds, this is
all it knows how to do. These 10 breed categories are, essentially, the model’s entire
“world view.” No matter what you send the model, you can expect it to slot it into
one of these 10 categories. It may even do so with high confidence for an image that
looks nothing like a cat. Additionally, there’s no way your model will be able to
return “not a cat” if this data and label weren’t included in the training dataset.
Another aspect of data completeness is ensuring your training data contains a varied
representation of each label. In the cat breed detection example, if all of your images
are close-ups of a cat’s face, your model won’t be able to correctly identify an image
of a cat from the side, or a full-body cat image. To look at a tabular data example, if
you are building a model to predict the price of real estate in a specific city but only
include training examples of houses larger than 2,000 square feet, your resulting
model will perform poorly on smaller houses.
The third aspect of data quality is data <i>consistency.</i> For large datasets, it’s common to
divide the work of data collection and labeling among a group of people. Developing
a set of standards for this process can help ensure consistency across your dataset,
since each person involved in this will inevitably bring their own biases to the pro‐
cess. Like data completeness, data inconsistencies can be found in both data features
and labels. For an example of inconsistent features, let’s say you’re collecting
atmospheric data from temperature sensors. If each sensor has been calibrated to dif‐
ferent standards, this will result in inaccurate and unreliable model predictions.
Inconsistencies can also refer to data format. If you’re capturing location data, some
people may write out a full street address as “Main Street” and others may abbreviate
it as “Main St.” Measurement units, like miles and kilometers, can also differ around
the world."|bias; completeness; consistency; ground truth label
"artists and venues, the loan problem on personal income, and the taxi duration on
urban traffic patterns. For these reasons, there are inherent challenges in transferring
the learnings from one tabular model to another.
Although transfer learning is not yet as common on tabular data as it is for image and
text domains, a new model architecture called TabNet presents novel research in this
area. Most tabular models require significant feature engineering when compared
with image and text models. TabNet employs a technique that first uses unsupervised
learning to learn representations for tabular features, and then fine-tunes these
learned representations to produce predictions. In this way, TabNet automates fea‐
ture engineering for tabular models.
<b>Embeddingsofwordsversussentences</b>
In our discussion of text embeddings so far, we’ve referred mostly to <i>word</i> embed‐
dings. Another type of text embedding is <i>sentence</i> embeddings. Where word embed‐
dings represent individual words in a vector space, sentence embeddings represent
entire sentences. Consequently, word embeddings are context agnostic. Let’s see how
this plays out with the following sentence:
<i>“I’ve</i> <i>left</i> <i>you</i> <i>fresh</i> <i>baked</i> <i>cookies</i> <i>on</i> <i>the</i> <i>left</i> <i>side</i> <i>of</i> <i>the</i> <i>kitchen</i> <i>counter.”</i>
Notice that the word <i>left</i> appears twice in that sentence, first as a verb and then as an
adjective. If we were to generate word embeddings for this sentence, we’d get a sepa‐
rate array for each word. With word embeddings, the array for both instances of the
word <i>left</i> would be the same. Using sentence-level embeddings, however, we’d get a
single vector to represent the entire sentence. There are several approaches for gener‐
ating sentence embeddings—from averaging a sentence’s word embeddings to train‐
ing a supervised learning model on a large corpus of text to generate the embeddings.
How does this relate to transfer learning? The latter method—training a supervised
learning model to generate sentence-level embeddings—is actually a form of transfer
learning. This is the approach used by Google’s Universal Sentence Encoder (avail‐
able in TF Hub) and BERT. These methods differ from word embeddings in that they
go beyond simply providing a weight lookup for individual words. Instead, they have
been built by training a model on a large dataset of varied text to understand the
meaning conveyed by <i>sequences</i> of words. In this way, they are designed to be trans‐
ferred to different natural language tasks and can thus be used to build models that
implement transfer learning."|BERT; sentence embeddings; TabNet; tabular data; Transfer Learning design pattern; Universal Sentence Encoder
"Netflix Prize. There is also a lot of theoretical evidence to back up the success demon‐
strated on these real-world challenges.
<b>Increasedtraininganddesigntime</b>
One downside to ensemble learning is increased training and design time. For exam‐
ple, for a stacked ensemble model, choosing the ensemble member models can
require its own level of expertise and poses its own questions: Is it best to reuse the
same architectures or encourage diversity? If we do use different architectures, which
ones should we use? And how many? Instead of developing a single ML model
(which can be a lot of work on its own!), we are now developing <i>k</i> models. We’ve
introduced an additional amount of overhead in our model development, not to
mention maintenance, inference complexity, and resource usage if the ensemble
model is to go into production. This can quickly become impractical as the number
of models in the ensemble increases.
Popular machine learning libraries, like scikit-learn and TensorFlow, provide easy-
to-use implementations for many common bagging and boosting methods, like ran‐
dom forest, AdaBoost, gradient boosting, and XGBoost. However, we should
carefully consider whether the increased overhead associated with an ensemble
method is worth it. Always compare accuracy and resource usage against a linear or
DNN model. Note that distilling (see “Design Pattern 11: Useful Overfitting” on page
141) an ensemble of neural networks can often reduce complexity and improve
performance.
<b>Dropoutasbagging</b>
Techniques like dropout provide a powerful and effective alternative. Dropout is
known as a regularization technique in deep learning but can be also understood as
an approximation to bagging. Dropout in a neural network randomly (with a prescri‐
bed probability) “turns off” neurons of the network for each mini-batch of training,
essentially evaluating a bagged ensemble of exponentially many neural networks.
That being said, training a neural network with dropout is not exactly the same as
bagging. There are two notable differences. First, in the case of bagging, the models
are independent, while when training with dropout, the models share parameters.
Second, in bagging, the models are trained to convergence on their respective train‐
ing set. However, when training with dropout, the ensemble member models would
only be trained for a single training step because different nodes are dropped out in
each iteration of the training loop.
<b>Decreasedmodelinterpretability</b>
Another point to keep in mind is model interpretability. Already in deep learning,
effectively explaining why our model makes the predictions it does can be difficult.
This problem is compounded with ensemble models. Consider, for example, decision"|AdaBoost; decision trees; DNN model; dropout technique; Ensemble design pattern; random forest; regularization; scikit-learn; TensorFlow; XGBoost
"tion task. Another approach is multitask learning that combines both tasks (classifi‐
cation and regression) into a single model using multiple prediction heads. With any
reframing technique, being aware of data limitations or the risk of introducing label
bias is important.
<b>Bucketizedoutputs</b>
The typical approach to reframing a regression task as a classification is to bucketize
the output values. For example, if our model is to be used to indicate when a baby
might need critical care upon birth, the categories in Table 3-1 could be sufficient.
<i>Table</i> <i>3-1.</i> <i>Bucketized</i> <i>outputs</i> <i>for</i> <i>baby</i> <i>weight</i>
<b>Category</b> <b>Description</b>
Highbirthweight Morethan8.8lbs
Averagebirthweight Between5.5lbsand8.8lbs
Lowbirthweight Between3.31lbsand5.5lbs
Verylowbirthweight Lessthan3.31lbs
Our regression model now becomes a multiclass classification. Intuitively, it is easier
to predict one out of four possible categorical cases than to predict a single value
from the continuum of real numbers—just as it would be easier to predict a binary 0
versus 1 target for is_underweight instead of four separate categories high_weight
avg_weight low_weight very_low_weight
versus versus versus . By using categorical
outputs, our model is incentivized less for getting arbitrarily close to the actual out‐
put value since we’ve essentially changed the output label to a range of values instead
of a single real number.
In the notebook accompanying this section, we train both a regression and a multi‐
class classification model. The regression model achieves an RMSE of 1.3 on the vali‐
dation set while the classification model has an accuracy of 67%. Comparing these
two models is difficult since one evaluation metric is RMSE and the other is accuracy.
In the end, the design decision is governed by the use case. If medical decisions are
based on bucketed values, then our model should be a classification using those buck‐
ets. However, if a more precise prediction of baby weight is needed, then it makes
sense to use the regression model.
<b>Otherwaysofcapturinguncertainty</b>
There are other ways to capture uncertainty in regression. A simple approach is to
carry out quantile regression. For example, instead of predicting just the mean, we
can estimate the conditional 10th, 20th, 30th, …, 90th percentile of what needs to be
predicted. Quantile regression is an extension of linear regression. Reframing, on the
other hand, can work with more complex machine learning models."|quantile regression; Reframing design pattern
"<i>Figure</i> <i>4-20.</i> <i>Large</i> <i>batch</i> <i>sizes</i> <i>have</i> <i>been</i> <i>shown</i> <i>to</i> <i>adversely</i> <i>affect</i> <i>the</i> <i>quality</i> <i>of</i> <i>the</i>
<i>final</i> <i>trained</i> <i>model.</i>
Thus, setting the mini-batch size in the context of distributed training is a complex
optimization space of its own, as it affects both statistical accuracy (generalization)
and hardware efficiency (utilization) of the model. Related work, focusing on this
optimization, introduces a layerwise adaptive large batch optimization technique
called LAMB, which has been able to reduce BERT training time from 3 days to just
76 minutes.
<b>MinimizingI/Owaits</b>
GPUs and TPUs can process data much faster than CPUs, and when using dis‐
tributed strategies with multiple accelerators, I/O pipelines can struggle to keep up,
creating a bottleneck to more efficient training. Specifically, before a training step fin‐
ishes, the data for the next step is not available for processing. This is shown in
Figure 4-21. The CPU handles the input pipeline: reading data from storage, prepro‐
cessing, and sending to the accelerator for computation. As distributed strategies
speed up training, more than ever it becomes necessary to have efficient input pipe‐
lines to fully utilize the computing power available.
This can be achieved in a number of ways, including using optimized file formats like
tf.data
TFRecords and building data pipelines using the TensorFlow API. The
tf.data API makes it possible to handle large amounts of data and has built-in trans‐
formations useful for creating flexible, efficient pipelines. For example, tf.data.Data
set.prefetch
overlaps the preprocessing and model execution of a training step so"|batch size; BERT; Distribution Strategy design pattern; GPU; LAMB; TPU
"Looking at the execution details in the BigQuery web console, we see that the entire
query took 35 seconds (see the box marked #1 in Figure 5-1).
<i>Figure</i> <i>5-1.</i> <i>The</i> <i>first</i> <i>two</i> <i>steps</i> <i>of</i> <i>a</i> <i>query</i> <i>to</i> <i>find</i> <i>the</i> <i>five</i> <i>most</i> <i>“positive”</i> <i>complaints</i> <i>in</i>
<i>the</i> <i>Consumer</i> <i>Financial</i> <i>Protection</i> <i>Bureau</i> <i>dataset</i> <i>of</i> <i>consumer</i> <i>complaints.</i>
consumer_complaint_narrative
The first step (see box #2 in Figure 5-1) reads the
column from the BigQuery public dataset where the complaint narrative is not NULL .
From the number of rows highlighted in box #3, we learn that this involves reading
1,582,045 values. The output of this step is written into 10 shards (see box #4 of
Figure 5-1).
The second step reads the data from this shard (note the $12:shard in the query), but
also obtains the file_path and file_contents of the machine learning model
imdb_sentiment
and applies the model to the data in each shard. The way Map‐
Reduce works is that each shard is processed by a worker, so the fact that there are 10
shards indicates that the second step is being done by 10 workers. The original 1.5
million rows would have been stored over many files, and so the first step was likely
to have been processed by as many workers as the number of files that comprised that
dataset.
The remaining steps are shown in Figure 5-2."|Batch Serving design pattern; MapReduce
"builder, can control. They include values like learning rate, number of epochs, num‐
ber of layers in your model, and more.
<b>Manualtuning</b>
Because you can manually select the values for different hyperparameters, your first
instinct might be a trial-and-error approach to finding the optimal combination of
hyperparameter values. This might work for models that train in seconds or minutes,
but it can quickly get expensive on larger models that require significant training
time and infrastructure. Imagine you are training an image classification model that
takes hours to train on GPUs. You settle on a few hyperparameter values to try and
then wait for the results of the first training run. Based on these results, you tweak the
hyperparameters, train the model again, compare the results with the first run, and
then settle on the best hyperparameter values by looking at the training run with the
best metrics.
There are a few problems with this approach. First, you’ve spent nearly a day and
many compute hours on this task. Second, there’s no way of knowing if you’ve
arrived at the optimal combination of hyperparameter values. You’ve only tried two
different combinations, and because you changed multiple values at once, you don’t
know which parameter had the biggest influence on performance. Even with addi‐
tional trials, using this approach will quickly use up your time and compute resources
and may not yield the most optimal hyperparameter values.
We’re using the term <i>trial</i> here to refer to a single training run with
a set of hyperparameter values.
<b>Gridsearchandcombinatorialexplosion</b>
A more structured version of the trial-and-error approach described earlier is known
as <i>grid</i> <i>search.</i> When implementing hyperparameter tuning with grid search, we
choose a list of possible values we’d like to try for each hyperparameter we want to
RandomForestRegressor()
optimize. For example, in scikit-learn’s model, let’s say
max_depth
we want to try the following combination of values for the model’s and
n_estimators hyperparameters:
grid_values = {
'max_depth': [5, 10, 100],
'n_estimators': [100, 150, 200]
}"|grid search; Hyperparameter Tuning design pattern; model parameters; RandomForestRegressor; trials
"net connectivity, it may be slow and expensive to continuously generate predictions
from a model deployed in the cloud.
To convert a trained model into a format that works on edge devices, models often go
through a process known as <i>quantization,</i> where learned model weights are repre‐
sented with fewer bytes. TensorFlow, for example, uses a format called TensorFlow
Lite to convert saved models into a smaller format optimized for serving at the edge.
In addition to quantization, models intended for edge devices may also start out
smaller to fit into stringent memory and processor constraints.
Quantization and other techniques employed by TF Lite significantly reduce the size
and prediction latency of resulting ML models, but with that may come reduced
model accuracy. Additionally, since we can’t consistently rely on edge devices having
connectivity, deploying new model versions to these devices in a timely manner also
presents a challenge.
We can see how these trade-offs play out in practice by looking at the options for
training edge models in Cloud AutoML Vision in Figure 5-9.
<i>Figure</i> <i>5-9.</i> <i>Making</i> <i>trade-offs</i> <i>between</i> <i>accuracy,</i> <i>model</i> <i>size,</i> <i>and</i> <i>latency</i> <i>for</i> <i>models</i>
<i>deployed</i> <i>at</i> <i>the</i> <i>edge</i> <i>in</i> <i>Cloud</i> <i>AutoML</i> <i>Vision.</i>
To account for these trade-offs, we need a solution that balances the reduced size and
latency of edge models against the added sophistication and accuracy of cloud
models."|edge; quantization; Tensorflow Lite; TensorFlow Lite; Two-Phase Predictions design pattern
"tf.transform
The library (which is part of TensorFlow Extended) provides an effi‐
cient way of carrying out transformations over a preprocessing pass through the data
and saving the resulting features and transformation artifacts so that the transforma‐
tions can be applied by TensorFlow Serving during prediction time.
The first step is to define the transformation function. For example, to scale all the
inputs to be zero mean and unit variance and bucketize them, we would create this
preprocessing function (see the full code on GitHub):
<b>def</b> preprocessing_fn(inputs):
outputs = {}
<b>for</b> key <b>in</b> ...:
outputs[key + '_z'] = tft.scale_to_z_score(inputs[key])
outputs[key + '_bkt'] = tft.bucketize(inputs[key], 5)
<b>return</b> outputs
Before training, the raw data is read and transformed using the prior function in
Apache Beam:
transformed_dataset, transform_fn = (raw_dataset |
beam_impl.AnalyzeAndTransformDataset(preprocessing_fn))
transformed_data, transformed_metadata = transformed_dataset
The transformed data is then written out in a format suitable for reading by the train‐
ing pipeline:
transformed_data | tfrecordio.WriteToTFRecord(
PATH_TO_TFT_ARTIFACTS,
coder=example_proto_coder.ExampleProtoCoder(
transformed_metadata.schema))
The Beam pipeline also stores the preprocessing function that needs to be run, along
with any artifacts the function needs, into an artifact in TensorFlow graph format. In
the case above, for example, this artifact would include the mean and variance for
scaling the numbers, and the bucket boundaries for bucketizing numbers. The
training function reads transformed data and, therefore, the transformations do not
have to be repeated within the training loop.
The serving function needs to load in these artifacts and create a Transform layer:
tf_transform_output = tft.TFTransformOutput(PATH_TO_TFT_ARTIFACTS)
tf_transform_layer = tf_transform_output.transform_features_layer()
Then, the serving function can apply the Transform layer to the parsed input features
and invoke the model with the transformed data to calculate the model output:
@tf.function
<b>def</b> serve_tf_examples_fn(serialized_tf_examples):
feature_spec = tf_transform_output.raw_feature_spec()
feature_spec.pop(_LABEL_KEY)
parsed_features = tf.io.parse_example(serialized_tf_examples, feature_spec)"|Apache Beam; TensorFlow Extended; TensorFlow Serving; Transform design pattern
"pre-trained model as a feature extractor rather than fine-tuning. If you’re retraining
the weights of a model that was likely trained on thousands or millions of examples,
fine-tuning can cause the updated model to overfit to your small dataset and lose the
more general information learned from those millions of examples. Although it
depends on your data and prediction task, when we say “small dataset” here, we’re
referring to datasets with hundreds or a few thousand training examples.
Another factor to take into account when deciding whether to fine-tune is how simi‐
lar your prediction task is to that of the original pre-trained model you’re using.
When the prediction task is similar or a continuation of the previous training, as it
was in our movie review sentiment analysis model, fine-tuning can produce higher-
accuracy results. When the task is different or the datasets are significantly different,
it’s best to freeze all the layers of the pre-trained model instead of fine-tuning them.
Table 4-1 summarizes the key points. 4
<i>Table</i> <i>4-1.</i> <i>Criteria</i> <i>to</i> <i>help</i> <i>choose</i> <i>between</i> <i>feature</i> <i>extraction</i> <i>and</i> <i>fine-tuning</i>
<b>Criterion</b> <b>Featureextraction</b> <b>Fine-tuning</b>
Howlargeisthedataset? Small Large
Isyourpredictiontaskthesameasthatofthepre-trained Differenttasks Sametask,orsimilartaskwithsame
model? classdistributionoflabels
Budgetfortrainingtimeandcomputationalcost Low High
In our text example, the pre-trained model was trained on a corpus of news text but
our use case was sentiment analysis. Because these tasks are different, we should use
the original model as a feature extractor rather than fine-tune it. An example of dif‐
ferent prediction tasks in an image domain might be using our MobileNet model
trained on ImageNet as a basis for doing transfer learning on a dataset of medical
images. Although both tasks involve image classification, the nature of the images in
each dataset are very different.
<b>Focusonimageandtextmodels</b>
You may have noticed that all of the examples in this section focused on image and
text data. This is because transfer learning is primarily for cases where you can apply
a similar task to the same data domain. Models trained with tabular data, however,
cover a potentially infinite number of possible prediction tasks and data types. You
could train a model on tabular data to predict how you should price tickets to your
event, whether or not someone is likely to default on loan, your company’s revenue
next quarter, the duration of a taxi trip, and so forth. The specific data for these tasks
is also incredibly varied, with the ticket problem depending on information about
4 Formoreinformation,see“CS231nConvolutionalNeuralNetworksforVisualRecognition.”"|feature extraction; fine-tuning; tabular data; Transfer Learning design pattern
