text|keyphrases
"<i>Figure</i> <i>9-6.</i> <i>An</i> <i>example</i> <i>of</i> <i>decision</i> <i>tree</i>
Let’s consider how we find the right questions to ask. Of course, we wouldn’t want to
have to create all these questions ourselves—that’s what computers are for! The basic
steps to train a decision tree can be written down very easily:
1. Loop through each column of the dataset in turn.
2. For each column, loop through each possible level of that column in turn.
3. Try splitting the data into two groups, based on whether they are greater than or
less than that value (or if it is a categorical variable, based on whether they are
equal to or not equal to that level of that categorical variable).
4. Find the average sale price for each of those two groups, and see how close that is
to the actual sale price of each of the items of equipment in that group. Treat this
as a very simple “model” in which our predictions are simply the average sale
price of the item’s group.
5. After looping through all of the columns and all the possible levels for each, pick
the split point that gave the best predictions using that simple model.
6. We now have two groups for our data, based on this selected split. Treat each
group as a separate dataset, and find the best split for each by going back to step 1
for each group.
7. Continue this process recursively, until you have reached some stopping criterion
for each group—for instance, stop splitting a group further when it has only 20
items in it."|decision trees; tabular data for models; training
"this at the start of 2020, things are just starting to change, but it’s likely to take a while.
So be careful: most people you speak to will probably greatly underestimate what you
can do in deep learning with few resources, because they probably won’t deeply
understand how to use pretrained models.
Using a pretrained model for a task different from what it was originally trained for is
known as <i>transfer</i> <i>learning.</i> Unfortunately, because transfer learning is so under-
studied, few domains have pretrained models available. For instance, few pretrained
models are currently available in medicine, making transfer learning challenging to
use in that domain. In addition, it is not yet well understood how to use transfer
learning for tasks such as time series analysis.
<b>Jargon:TransferLearning</b>
Using a pretrained model for a task different from what it was orig‐
inally trained for.
The sixth line of our code tells fastai how to <i>fit</i> the model:
learn.fine_tune(1)
As we’ve discussed, the architecture only describes a <i>template</i> for a mathematical
function; it doesn’t actually do anything until we provide values for the millions of
parameters it contains.
This is the key to deep learning—determining how to fit the parameters of a model to
get it to solve your problem. To fit a model, we have to provide at least one piece of
information: how many times to look at each image (known as number of <i>epochs).</i>
The number of epochs you select will largely depend on how much time you have
available, and how long you find it takes in practice to fit your model. If you select a
number that is too small, you can always train for more epochs later.
But why is the method called fine_tune, and not fit? fastai <i>does</i> have a method
called fit , which does indeed fit a model (i.e., look at images in the training set mul‐
tiple times, each time updating the parameters to make the predictions closer and
closer to the target labels). But in this case, we’ve started with a pretrained model, and
we don’t want to throw away all those capabilities that it already has. As you’ll learn in
this book, there are some important tricks to adapt a pretrained model for a new
dataset—a process called <i>fine-tuning.</i>
<b>Jargon:Fine-Tuning</b>
A transfer learning technique that updates the parameters of a pre‐
trained model by training for additional epochs using a different
task from that used for pretraining."|beginning; deep learning; epochs; fine-tuning models; fine-tuning; fitting models; pretrained model availability; models; notebooks; parameters; architecture requiring many; pretrained models; training; transfer learning; fine-tuning as
"Then we can put everything in a model that we initiate with our tensors w1 , b1 , w2 ,
and b2:
<b>class</b> <b>Model():</b>
<b>def</b> <b>__init__(self,</b> w1, b1, w2, b2):
self.layers = [Lin(w1,b1), Relu(), Lin(w2,b2)]
self.loss = Mse()
<b>def</b> <b>__call__(self,</b> x, targ):
<b>for</b> l <b>in</b> self.layers: x = l(x)
<b>return</b> self.loss(x, targ)
<b>def</b> backward(self):
self.loss.backward()
<b>for</b> l <b>in</b> reversed(self.layers): l.backward()
What is nice about this refactoring and registering things as layers of our model is
that the forward and backward passes are now really easy to write. If we want to
instantiate our model, we just need to write this:
model = Model(w1, b1, w2, b2)
The forward pass can then be executed as follows:
loss = model(x, y)
And the backward pass with this:
model.backward()
<header><largefont><b>Going</b></largefont> <largefont><b>to</b></largefont> <largefont><b>PyTorch</b></largefont></header>
The Lin, Mse, and Relu classes we wrote have a lot in common, so we could make
them all inherit from the same base class:
<b>class</b> <b>LayerFunction():</b>
<b>def</b> <b>__call__(self,</b> *args):
self.args = args
self.out = self.forward(*args)
<b>return</b> self.out
<b>def</b> forward(self): <b>raise</b> <b>Exception('not</b> implemented')
<b>def</b> bwd(self): <b>raise</b> <b>Exception('not</b> implemented')
<b>def</b> backward(self): self.bwd(self.out, *self.args)
Then we just need to implement forward and bwd in each of our subclasses:
<b>class</b> <b>Relu(LayerFunction):</b>
<b>def</b> forward(self, inp): <b>return</b> inp.clamp_min(0.)
<b>def</b> bwd(self, out, inp): inp.g = (inp>0).float() * out.g"|PyTorch
"Let’s do the same thing for YearMade . Since this is a numeric feature, we’ll need to
draw a histogram, which groups the year values into a few discrete bins:
ax = valid_xs_final['YearMade'].hist()
Other than the special value 1950, which we used for coding missing year values,
most of the data is from after 1990.
Now we’re ready to look at <i>partial</i> <i>dependence</i> <i>plots.</i> Partial dependence plots try to
answer the question: if a row varied on nothing other than the feature in question,
how would it impact the dependent variable?
For instance, how does YearMade impact sale price, all other things being equal? To
YearMade.
answer this question, we can’t just take the average sale price for each The
problem with that approach is that many other things vary from year to year as well,
such as which products are sold, how many products have air-conditioning, inflation,
and so forth. So, merely averaging over all the auctions that have the same YearMade
would also capture the effect of how every other field also changed along with Year
Made and how that overall change affected price.
YearMade
Instead, what we do is replace every single value in the column with 1950,
and then calculate the predicted sale price for every auction, and take the average
over all auctions. Then we do the same for 1951, 1952, and so forth until our final
year of 2011. This isolates the effect of only YearMade (even if it does so by averaging
over some imagined records where we assign a YearMade value that might never
actually exist alongside some other values)."|bagging; decision trees; machine learning (ML); predictions; random forests; tabular data for models; training
"validation set is used to measure the accuracy of the model. By default, the 20% that is
held out is selected randomly. The parameter seed=42 sets the <i>random</i> <i>seed</i> to the
same value every time we run this code, which means we get the same validation set
every time we run it—this way, if we change our model and retrain it, we know that
any differences are due to the changes to the model, not due to having a different ran‐
dom validation set.
fastai will <i>always</i> show you your model’s accuracy using <i>only</i> the validation set, <i>never</i>
the training set. This is absolutely critical, because if you train a large enough model
for a long enough time, it will eventually memorize the label of every item in your
dataset! The result will not be a useful model, because what we care about is how well
our model works on <i>previously</i> <i>unseen</i> <i>images.</i> That is always our goal when creating a
model: for it to be useful on data that the model sees only in the future, after it has
been trained.
Even when your model has not fully memorized all your data, earlier on in training it
may have memorized certain parts of it. As a result, the longer you train for, the bet‐
ter your accuracy will get on the training set; the validation set accuracy will also
improve for a while, but eventually it will start getting worse as the model starts to
memorize the training set rather than finding generalizable underlying patterns in the
data. When this happens, we say that the model is <i>overfitting.</i>
Figure 1-9 shows what happens when you overfit, using a simplified example where
we have just one parameter and some randomly generated data based on the function
x**2. As you see, although the predictions in the overfit model are accurate for data
near the observed data points, they are way off when outside of that range.
<i>Figure</i> <i>1-9.</i> <i>Example</i> <i>of</i> <i>overfitting</i>"|beginning; accuracy with validation set; notebooks; model memorizing training set; training; model memorizing data
"So, here’s our commitment to you. Throughout this book, we follow these principles:
<i>Teaching</i> <i>the</i> <i>whole</i> <i>game</i>
We’ll start off by showing you how to use a complete, working, usable, state-of-
the-art deep learning network to solve real-world problems using simple, expres‐
sive tools. And then we’ll gradually dig deeper and deeper into understanding
how those tools are made, and how the tools that make those tools are made, and
so on…
<i>Always</i> <i>teaching</i> <i>through</i> <i>examples</i>
We’ll ensure that there is a context and a purpose that you can understand intui‐
tively, rather than starting with algebraic symbol manipulation.
<i>Simplifying</i> <i>as</i> <i>much</i> <i>as</i> <i>possible</i>
We’ve spent years building tools and teaching methods that make previously
complex topics simple.
<i>Removing</i> <i>barriers</i>
Deep learning has, until now, been an exclusive game. We’re breaking it open and
ensuring that everyone can play.
The hardest part of deep learning is artisanal: how do you know if you’ve got enough
data, whether it is in the right format, if your model is training properly, and, if it’s
not, what you should do about it? That is why we believe in learning by doing. As
with basic data science skills, with deep learning you get better only through practical
experience. Trying to spend too much time on the theory can be counterproductive.
The key is to just code and try to solve problems: the theory can come later, when you
have context and motivation.
There will be times when the journey feels hard. Times when you feel stuck. Don’t
give up! Rewind through the book to find the last bit where you definitely weren’t
stuck, and then read slowly through from there to find the first thing that isn’t clear.
Then try some code experiments yourself, and Google around for more tutorials on
whatever the issue you’re stuck with is—often you’ll find a different angle on the
material that might help it to click. Also, it’s expected and normal to not understand
everything (especially the code) on first reading. Trying to understand the material
serially before proceeding can sometimes be hard. Sometimes things click into place
after you get more context from parts down the road, from having a bigger picture.
So if you do get stuck on a section, try moving on anyway and make a note to come
back to it later.
Remember, you don’t need any particular academic background to succeed at deep
learning. Many important breakthroughs are made in research and industry by folks
without a PhD, such as the paper “Unsupervised Representation Learning with Deep
Convolutional Generative Adversarial Networks”—one of the most influential papers
of the last decade, with over 5,000 citations—which was written by Alec Radford"|how to learn
"<header><largefont><b>Decoupled</b></largefont> <largefont><b>Weight</b></largefont> <largefont><b>Decay</b></largefont></header>
Weight decay, which we’ve discussed in Chapter 8, is equivalent to (in the case of
vanilla SGD) updating the parameters with the following:
new_weight = weight - lr*weight.grad - lr*wd*weight
The last part of that formula explains the name of this technique: each weight is
decayed by a factor of lr * wd.
The other name for weight decay is <i>L2</i> <i>regularization,</i> which consists of adding the
sum of all squared weights to the loss (multiplied by the weight decay). As we saw in
Chapter 8, this can be directly expressed on the gradients:
weight.grad += wd*weight
For SGD, those two formulas are equivalent. However, this equivalence holds only for
standard SGD because, as we’ve seen with momentum, RMSProp, or in Adam, the
update has some additional formulas around the gradient.
Most libraries use the second formulation, but it was pointed out in “Decoupled
Weight Decay Regularization” by Ilya Loshchilov and Frank Hutter that the first one
is the only correct approach with the Adam optimizer or momentum, which is why
fastai makes it its default.
learn.fit_one_cycle!
Now you know everything that is hidden behind the line
Optimizers are only one part of the training process, however. When you need to
change the training loop with fastai, you can’t directly change the code inside the
library. Instead, we have designed a system of callbacks to let you write any tweaks
you like in independent blocks that you can then mix and match.
<header><largefont><b>Callbacks</b></largefont></header>
Sometimes you need to change how things work a little bit. In fact, we have already
seen examples of this: Mixup, fp16 training, resetting the model after each epoch for
training RNNs, and so forth. How do we go about making these kinds of tweaks to
the training process?
We’ve seen the basic training loop, which, with the help of the Optimizer class, looks
like this for a single epoch:
<b>for</b> xb,yb <b>in</b> dl:
loss = loss_func(model(xb), yb)
loss.backward()
opt.step()
opt.zero_grad()
Figure 16-3 shows how to picture that."|callbacks; training; decoupled weight decay; weights
"that we need to act to make digital signatures de rigueur as a means of authentication
of digital content.”
While we can’t hope to discuss all the ethical issues that deep learning, and algorithms
more generally, bring up, hopefully this brief introduction has been a useful starting
point you can build on. We’ll now move on to the questions of how to identify ethical
issues and what to do about them.
<header><largefont><b>Identifying</b></largefont> <largefont><b>and</b></largefont> <largefont><b>Addressing</b></largefont> <largefont><b>Ethical</b></largefont> <largefont><b>Issues</b></largefont></header>
Mistakes happen. Finding out about them, and dealing with them, needs to be part of
the design of any system that includes machine learning (and many other systems
too). The issues raised within data ethics are often complex and interdisciplinary, but
it is crucial that we work to address them.
So what can we do? This is a big topic, but here are a few steps toward addressing
ethical issues:
• Analyze a project you are working on.
• Implement processes at your company to find and address ethical risks.
• Support good policy.
• Increase diversity.
Let’s walk through each step, starting with analyzing a project you are working on.
<header><largefont><b>Analyze</b></largefont> <largefont><b>a</b></largefont> <largefont><b>Project</b></largefont> <largefont><b>You</b></largefont> <largefont><b>Are</b></largefont> <largefont><b>Working</b></largefont> <largefont><b>On</b></largefont></header>
It’s easy to miss important issues when considering ethical implications of your work.
One thing that helps enormously is simply asking the right questions. Rachel Thomas
recommends considering the following questions throughout the development of a
data project:
• Should we even be doing this?
• What bias is in the data?
• Can the code and data be audited?
• What are the error rates for different subgroups?
• What is the accuracy of a simple rule-based alternative?
• What processes are in place to handle appeals or mistakes?
• How diverse is the team that built it?"|addressing ethical issues; identifying ethical issues; Thomas
"<b>cols</b> <b>imp</b>
<b>69</b>
YearMade 0.182890
<b>6</b> ProductSize 0.127268
<b>30</b> Coupler_System 0.117698
<b>7</b> fiProductClassDesc 0.069939
<b>66</b> ModelID 0.057263
<b>77</b> saleElapsed 0.050113
<b>32</b>
Hydraulics_Flow 0.047091
<b>3</b>
fiSecondaryDesc 0.041225
<b>31</b> Grouser_Tracks 0.031988
<b>1</b> fiModelDesc 0.031838
A plot of the feature importances shows the relative importances more clearly:
<b>def</b> plot_fi(fi):
<b>return</b> fi.plot('cols', 'imp', 'barh', figsize=(12,7), legend=False)
plot_fi(fi[:30]);
The way these importances are calculated is quite simple yet elegant. The feature
importance algorithm loops through each tree, and then recursively explores each
branch. At each branch, it looks to see what feature was used for that split, and how
much the model improves as a result of that split. The improvement (weighted by the
number of rows in that group) is added to the importance score for that feature. This
is summed across all branches of all trees, and finally the scores are normalized such
that they add to 1."|bagging; decision trees; machine learning (ML); predictions; random forests; tabular data for models; training
"With this, we can remove another for loop in our matrix multiplication function.
Now, instead of multiplying a[i] with b[:,j], we can multiply a[i] with the whole
matrix b using broadcasting, and then sum the results:
<b>def</b> matmul(a,b):
ar,ac = a.shape
br,bc = b.shape
<b>assert</b> ac==br
c = torch.zeros(ar, bc)
<b>for</b> i <b>in</b> range(ar):
<i>#</i> <i>c[i,j]</i> <i>=</i> <i>(a[i,:]</i> <i>*</i> <i>b[:,j]).sum()</i> <i>#</i> <i>previous</i>
c[i] = (a[i ].unsqueeze(-1) * b).sum(dim=0)
<b>return</b> c
%timeit -n 20 t4 = matmul(m1,m2)
357 µs ± 7.2 µs per loop (mean ± std. dev. of 7 runs, 20 loops each)
We’re now 3,700 times faster than our first implementation! Before we move on, let’s
discuss the rules of broadcasting in a little more detail.
<b>Broadcastingrules</b>
When operating on two tensors, PyTorch compares their shapes elementwise. It starts
with the <i>trailing</i> <i>dimensions</i> and works its way backward, adding 1 when it meets
empty dimensions. Two dimensions are <i>compatible</i> when one of the following is true:
• They are equal.
• One of them is 1, in which case that dimension is broadcast to make it the same
as the other.
Arrays do not need to have the same number of dimensions. For example, if you have
a 256×256×3 array of RGB values, and you want to scale each color in the image by a
different value, you can multiply the image by a one-dimensional array with three
values. Lining up the sizes of the trailing axes of these arrays according to the broad‐
cast rules shows that they are compatible:
Image (3d tensor): 256 x 256 x 3
Scale (1d tensor): (1) (1) 3
Result (3d tensor): 256 x 256 x 3
However, a 2D tensor of size 256×256 isn’t compatible with our image:
Image (3d tensor): 256 x 256 x 3
Scale (1d tensor): (1) 256 x 256
Error"|vector to matrix; neural networks; building layer from scratch; broadcasting vector to matrix
"<header><largefont><b>CHAPTER</b></largefont> <largefont><b>4</b></largefont></header>
<header><largefont><b>Under</b></largefont> <largefont><b>the</b></largefont> <largefont><b>Hood:</b></largefont> <largefont><b>Training</b></largefont> <largefont><b>a</b></largefont> <largefont><b>Digit</b></largefont> <largefont><b>Classifier</b></largefont></header>
Having seen what it looks like to train a variety of models in Chapter 2, let’s now look
under the hood and see exactly what is going on. We’ll start by using computer vision
to introduce fundamental tools and concepts for deep learning.
To be exact, we’ll discuss the roles of arrays and tensors and of broadcasting, a power‐
ful technique for using them expressively. We’ll explain stochastic gradient descent
(SGD), the mechanism for learning by updating weights automatically. We’ll discuss
the choice of a loss function for our basic classification task, and the role of mini-
batches. We’ll also describe the math that a basic neural network is doing. Finally,
we’ll put all these pieces together.
In future chapters, we’ll do deep dives into other applications as well, and see how
these concepts and tools generalize. But this chapter is about laying foundation
stones. To be frank, that also makes this one of the hardest chapters, because of how
these concepts all depend on each other. Like an arch, all the stones need to be in
place for the structure to stay up. Also like an arch, once that happens, it’s a powerful
structure that can support other things. But it requires some patience to assemble.
Let’s begin. The first step is to consider how images are represented in a computer.
<header><largefont><b>Pixels:</b></largefont> <largefont><b>The</b></largefont> <largefont><b>Foundations</b></largefont> <largefont><b>of</b></largefont> <largefont><b>Computer</b></largefont> <largefont><b>Vision</b></largefont></header>
To understand what happens in a computer vision model, we first have to understand
how computers handle images. We’ll use one of the most famous datasets in com‐
puter vision, MNIST, for our experiments. MNIST contains images of handwritten
digits, collected by the National Institute of Standards and Technology and collated
into a machine learning dataset by Yann Lecun and his colleagues. Lecun used
MNIST in 1998 in LeNet-5, the first computer system to demonstrate practically use‐"|pixels as foundation; handwritten digits; MNIST handwritten digits dataset; handwritten digits dataset; Lecun; National Institute of Standards and Technology; pixels
"right, yet there are societal impacts to widespread surveillance (which would still be
the case even if it was possible for a few individuals to opt out).
Many of the issues we are seeing in tech are human rights issues, such as when a
biased algorithm recommends that Black defendants have longer prison sentences,
when particular job ads are shown only to young people, or when police use facial
recognition to identify protesters. The appropriate venue to address human rights
issues is typically through the law.
We need both regulatory and legal changes, <i>and</i> the ethical behavior of individuals.
Individual behavior change can’t address misaligned profit incentives, externalities
(where corporations reap large profits while offloading their costs and harms to the
broader society), or systemic failures. However, the law will never cover all edge cases,
and it is important that individual software developers and data scientists are equip‐
ped to make ethical decisions in practice.
<header><largefont><b>Cars:</b></largefont> <largefont><b>A</b></largefont> <largefont><b>Historical</b></largefont> <largefont><b>Precedent</b></largefont></header>
The problems we are facing are complex, and there are no simple solutions. This can
be discouraging, but we find hope in considering other large challenges that people
have tackled throughout history. One example is the movement to increase car safety,
covered as a case study in “Datasheets for Datasets” by Timnit Gebru et al. and in the
design podcast 99% Invisible. Early cars had no seatbelts, metal knobs on the dash‐
board that could lodge in people’s skulls during a crash, regular plate glass windows
that shattered in dangerous ways, and noncollapsible steering columns that impaled
drivers. However, car companies were resistant to even discussing safety as something
they could help address, and the widespread belief was that cars are just the way they
are, and that it was the people using them who caused problems.
It took consumer safety activists and advocates decades of work to change the
national conversation to consider that perhaps car companies had some responsibility
that should be addressed through regulation. When the collapsible steering column
was invented, it was not implemented for several years as there was no financial
incentive to do so. Major car company General Motors hired private detectives to try
to dig up dirt on consumer safety advocate Ralph Nader. The requirement of seat‐
belts, crash test dummies, and collapsible steering columns were major victories. It
was only in 2011 that car companies were required to start using crash test dummies
that would represent the average woman, and not just average men’s bodies; prior to
this, women were 40% more likely to be injured in a car crash of the same impact
compared to a man. This is a vivid example of the ways that bias, policy, and technol‐
ogy have important consequences."|car safety for ethics inspiration; crash test dummies and gender; ethics; car safety inspiration; Gebru; crash test dummies; Nader; policy’s role in ethics
"We can see that this dataset provides us with <i>images</i> and <i>annotations</i> directories. The
website for the dataset tells us that the <i>annotations</i> directory contains information
about where the pets are rather than what they are. In this chapter, we will be doing
classification, not localization, which is to say that we care about what the pets are,
not where they are. Therefore, we will ignore the <i>annotations</i> directory for now. So,
let’s have a look inside the <i>images</i> directory:
(path/""images"").ls()
(#7394) [Path('images/great_pyrenees_173.jpg'),Path('images/wheaten_terrier_46.j
> pg'),Path('images/Ragdoll_262.jpg'),Path('images/german_shorthaired_3.jpg'),P
> ath('images/american_bulldog_196.jpg'),Path('images/boxer_188.jpg'),Path('ima
> ges/staffordshire_bull_terrier_173.jpg'),Path('images/basset_hound_71.jpg'),P
> ath('images/staffordshire_bull_terrier_37.jpg'),Path('images/yorkshire_terrie
> r_18.jpg')...]
Most functions and methods in fastai that return a collection use a class called L. This
class can be thought of as an enhanced version of the ordinary Python list type,
with added conveniences for common operations. For instance, when we display an
object of this class in a notebook, it appears in the format shown here. The first thing
that is shown is the number of items in the collection, prefixed with a #. You’ll also
see in the preceding output that the list is suffixed with an ellipsis. This means that
only the first few items are displayed—which is a good thing, because we would not
want more than 7,000 filenames on our screen!
By examining these filenames, we can see how they appear to be structured. Each file‐
name contains the pet breed, then an underscore (_), a number, and finally the file
extension. We need to create a piece of code that extracts the breed from a single
Path . Jupyter notebooks make this easy, because we can gradually build up something
that works, and then use it for the entire dataset. We do have to be careful to not
make too many assumptions at this point. For instance, if you look carefully, you may
notice that some of the pet breeds contain multiple words, so we cannot simply break
at the first _ character that we find. To allow us to test our code, let’s pick out one of
these filenames:
fname = (path/""images"").ls()[0]
The most powerful and flexible way to extract information from strings like this is to
use a <i>regular</i> <i>expression,</i> also known as a <i>regex.</i> A regular expression is a special string,
written in the regular expression language, which specifies a general rule for deciding
whether another string passes a test (i.e., “matches” the regular expression), and also
possibly for plucking a particular part or parts out of that other string. In this case, we
need a regular expression that extracts the pet breed from the filename.
We do not have the space to give you a complete regular expression tutorial here, but
many excellent ones are online, and we know that many of you will already be famil‐
iar with this wonderful tool. If you’re not, that is totally fine—this is a great"|filename extraction; L class returning collections; labels; pet breeds dataset; list type as fastai L class; regular expressions (regex)
"We can apply this function to a single column of activations from a neural network
and get back a column of numbers between 0 and 1, so it’s a very useful activation
function for our final layer.
Now think about what happens if we want to have more categories in our target (such
as our 37 pet breeds). That means we’ll need more activations than just a single col‐
umn: we need an activation <i>per</i> <i>category.</i> We can create, for instance, a neural net that
predicts 3s and 7s that returns two activations, one for each class—this will be a good
first step toward creating the more general approach. Let’s just use some random
numbers with a standard deviation of 2 (so we multiply randn by 2) for this example,
assuming we have six images and two possible categories (where the first column rep‐
resents 3s and the second is 7s):
acts = torch.randn((6,2))*2
acts
tensor([[ 0.6734, 0.2576],
[ 0.4689, 0.4607],
[-2.2457, -0.3727],
[ 4.4164, -1.2760],
[ 0.9233, 0.5347],
[ 1.0698, 1.6187]])
We can’t just take the sigmoid of this directly, since we don’t get rows that add to 1
(we want the probability of being a 3 plus the probability of being a 7 to add up to 1):
acts.sigmoid()
tensor([[0.6623, 0.5641],
[0.6151, 0.6132],
[0.0957, 0.4079],
[0.9881, 0.2182],
[0.7157, 0.6306],
[0.7446, 0.8346]])
In Chapter 4, our neural net created a single activation per image, which we passed
through the sigmoid function. That single activation represented the model’s"|binary problems; cross-entropy loss; pet breeds image classifier
"<header><largefont><b>The</b></largefont> <largefont><b>Model</b></largefont></header>
We can save some time by using PyTorch’s RNN class, which implements exactly what
we created earlier, but also gives us the option to stack multiple RNNs, as we have
discussed:
<b>class</b> <b>LMModel5(Module):</b>
<b>def</b> <b>__init__(self,</b> vocab_sz, n_hidden, n_layers):
self.i_h = nn.Embedding(vocab_sz, n_hidden)
self.rnn = nn.RNN(n_hidden, n_hidden, n_layers, batch_first=True)
self.h_o = nn.Linear(n_hidden, vocab_sz)
self.h = torch.zeros(n_layers, bs, n_hidden)
<b>def</b> forward(self, x):
res,h = self.rnn(self.i_h(x), self.h)
self.h = h.detach()
<b>return</b> self.h_o(res)
<b>def</b> reset(self): self.h.zero_()
learn = Learner(dls, LMModel5(len(vocab), 64, 2),
loss_func=CrossEntropyLossFlat(),
metrics=accuracy, cbs=ModelResetter)
learn.fit_one_cycle(15, 3e-3)
<b>epoch</b> <b>train_loss</b> <b>valid_loss</b> <b>accuracy</b> <b>time</b>
0 3.055853 2.591640 0.437907 00:01
1 2.162359 1.787310 0.471598 00:01
2 1.710663 1.941807 0.321777 00:01
3 1.520783 1.999726 0.312012 00:01
4 1.330846 2.012902 0.413249 00:01
5 1.163297 1.896192 0.450684 00:01
6 1.033813 2.005209 0.434814 00:01
7 0.919090 2.047083 0.456706 00:01
8 0.822939 2.068031 0.468831 00:01
9 0.750180 2.136064 0.475098 00:01
10 0.695120 2.139140 0.485433 00:01
11 0.655752 2.155081 0.493652 00:01
12 0.629650 2.162583 0.498535 00:01
13 0.613583 2.171649 0.491048 00:01
14 0.604309 2.180355 0.487874 00:01
Now that’s disappointing…our previous single-layer RNN performed better. Why?
The reason is that we have a deeper model, leading to exploding or vanishing
activations."|multilayer RNNs
"Why is that useful? 1×1 convolutions are much faster, so even if this seems to be a
more complex design, this block executes faster than the first ResNet block we saw.
This then lets us use more filters: as we see in the illustration, the number of filters in
and out is four times higher (256 instead of 64). The 1×1 convs diminish then restore
the number of channels (hence the name <i>bottleneck).</i> The overall impact is that we
can use more filters in the same amount of time.
Let’s try replacing our ResBlock with this bottleneck design:
<b>def</b> _conv_block(ni,nf,stride):
<b>return</b> nn.Sequential(
ConvLayer(ni, nf//4, 1),
ConvLayer(nf//4, nf//4, stride=stride),
ConvLayer(nf//4, nf, 1, act_cls=None, norm_type=NormType.BatchZero))
We’ll use this to create a ResNet-50 with group sizes of (3,4,6,3) . We now need to
pass 4 into the expansion parameter of ResNet, since we need to start with four times
fewer channels and we’ll end with four times more channels.
Deeper networks like this don’t generally show improvements when training for only
5 epochs, so we’ll bump it up to 20 epochs this time to make the most of our bigger
model. And to really get great results, let’s use bigger images too:
dls = get_data(URLs.IMAGENETTE_320, presize=320, resize=224)
We don’t have to do anything to account for the larger 224-pixel images; thanks to
our fully convolutional network, it just works. This is also why we were able to do
<i>progressive</i> <i>resizing</i> earlier in the book—the models we used were fully convolutional,
so we were even able to fine-tune models trained with different sizes. We can now
train our model and see the effects:
rn = ResNet(dls.c, [3,4,6,3], 4)
learn = get_learner(rn)
learn.fit_one_cycle(20, 3e-3)
<b>epoch</b> <b>train_loss</b> <b>valid_loss</b> <b>accuracy</b> <b>time</b>
0 1.613448 1.473355 0.514140 00:31
1 1.359604 2.050794 0.397452 00:31
2 1.253112 4.511735 0.387006 00:31
3 1.133450 2.575221 0.396178 00:31
4 1.054752 1.264525 0.613758 00:32
5 0.927930 2.670484 0.422675 00:32
6 0.838268 1.724588 0.528662 00:32
7 0.748289 1.180668 0.666497 00:31
8 0.688637 1.245039 0.650446 00:32
9 0.645530 1.053691 0.674904 00:31"|ResNet architecture; building state-of-the-art ResNet
"and stride-1 convolutions are useful for adding layers without changing the output
size.
<i>Figure</i> <i>13-6.</i> <i>A</i> <i>3×3</i> <i>kernel</i> <i>with</i> <i>5×5</i> <i>input,</i> <i>stride-2</i> <i>convolution,</i> <i>and</i> <i>1</i> <i>pixel</i> <i>of</i> <i>padding</i>
<i>(courtesy</i> <i>of</i> <i>Vincent</i> <i>Dumoulin</i> <i>and</i> <i>Francesco</i> <i>Visin)</i>
h w,
In an image of size by using a padding of 1 and a stride of 2 will give us a result of
size (h+1)//2 by (w+1)//2 . The general formula for each dimension is
(n + 2*pad - ks) // stride + 1
where pad is the padding, ks is the size of our kernel, and stride is the stride.
Let’s now take a look at how the pixel values of the result of our convolutions are
computed.
<header><largefont><b>Understanding</b></largefont> <largefont><b>the</b></largefont> <largefont><b>Convolution</b></largefont> <largefont><b>Equations</b></largefont></header>
To explain the math behind convolutions, fast.ai student Matt Kleinsmith came up
with the very clever idea of showing CNNs from different viewpoints. In fact, it’s so
clever, and so helpful, we’re going to show it here too!
Here’s our 3×3-pixel image, with each pixel labeled with a letter:
And here’s our kernel, with each weight labeled with a Greek letter:
Since the filter fits in the image four times, we have four results:"|convolutional neural network (CNN); stride-1 convolutions
"Pipeline: partial -> Categorize
starting from
/home/sgugger/.fastai/data/oxford-iiit-pet/images/american_bulldog_83.jpg
applying partial gives
american_bulldog
applying Categorize gives
TensorCategory(12)
Final sample: (PILImage mode=RGB size=375x500, TensorCategory(12))
Setting up after_item: Pipeline: ToTensor
Setting up before_batch: Pipeline:
Setting up after_batch: Pipeline: IntToFloatTensor
Building one batch
Applying item_tfms to the first sample:
Pipeline: ToTensor
starting from
(PILImage mode=RGB size=375x500, TensorCategory(12))
applying ToTensor gives
(TensorImage of size 3x500x375, TensorCategory(12))
Adding the next 3 samples
No before_batch transform to apply
Collating items in a batch
Error! It's not possible to collate your items in a batch
Could not collate the 0-th members of your tuples because got the following
shapes:
torch.Size([3, 500, 375]),torch.Size([3, 375, 500]),torch.Size([3, 333, 500]),
torch.Size([3, 375, 500])
You can see exactly how we gathered the data and split it, how we went from a file‐
name to a <i>sample</i> (the tuple (image, category)), then what item transforms were
applied and how it failed to collate those samples in a batch (because of the different
shapes).
Once you think your data looks right, we generally recommend the next step should
be using it to train a simple model. We often see people put off the training of an
actual model for far too long. As a result, they don’t find out what their baseline
results look like. Perhaps your problem doesn’t require lots of fancy domain-specific
engineering. Or perhaps the data doesn’t seem to train the model at all. These are
things that you want to know as soon as possible."|begin with simple baseline model; baseline simple model; labels; models; training
